trajectory_key,model_name,matched_model_name,matched_literal,match_type,source_field,occurrence_count,review_status
assistantbench::assistantbench.validation.4::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.4::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.4::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.4::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.5::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.5::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.5::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
assistantbench::assistantbench.validation.5::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.118::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.118::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.118::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.133::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.133::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.133::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.248::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.248::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.248::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.352::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.352::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.352::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.419::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.419::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.419::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.525::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.525::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.525::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.64::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.64::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.64::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.739::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.739::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
visualwebarena::visualwebarena.739::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.15::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.15::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.15::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.15::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.171::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.171::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.171::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.171::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.265::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.265::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.265::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.265::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.27::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.27::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.27::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.27::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.306::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.306::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.306::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.306::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.327::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.327::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.327::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.327::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.33::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.33::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.33::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.33::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.344::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.344::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.344::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.344::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.370::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.370::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.370::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.370::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.380::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.380::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.380::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.380::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.416::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.416::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.416::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.416::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.427::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.427::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.427::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.427::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.430::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.430::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.430::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.430::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.578::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.578::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.578::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.578::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.583::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.583::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.583::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.583::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.586::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.586::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.586::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.586::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.604::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.604::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.604::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.604::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.629::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.629::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.629::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.629::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.666::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.666::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.666::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.666::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.690::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.690::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.690::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.690::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.740::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.740::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.740::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.740::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.778::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
webarena::webarena.778::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
webarena::webarena.778::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
webarena::webarena.778::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.create-user::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.create-user::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.create-user::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.create-user::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20,,,none,none,0,no_model_literal
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,,,none,none,0,no_model_literal
workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,,,none,none,0,no_model_literal
